Title,Company,Company_Rating,Company_Reviews,Location,Salary_Range,Experience,Post_Day,Tags,Description
Data Scientist II,Mastercard,4.1,602,['Gurugram'],Not disclosed,4-8 Yrs,10 Days Ago,"['Computer science', 'Logistic regression', 'Image processing', 'Information security', 'Anti money laundering', 'Risk management', 'Open source', 'Operations']",Demonstrated passion for AI competing in sponsored challenges such as Kaggle   Previo...
"IT Data Scientist, Staff","Qualcomm Technologies, Inc",4.0,845,['Hyderabad'],Not disclosed,9-14 Yrs,18 Days Ago,"['Cloud computing', 'Staffing', 'Analytical', 'Machine learning', 'Data structures', 'Information technology', 'SQL', 'Python']","Design, develop, and deploy machine learning algorithms and models to solve complex p..."
Associate Data Scientist,Lemongrass Product Development India,3.2,9,"['Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai', 'Bengaluru']",Not disclosed,2-5 Yrs,30+ Days Ago,"['python', 'data science', 'Science', 'Data']",You understand the need to and benefits of automating tasks to the maximum extent possi...
Associate Principal Consultant - Data Scientist,Arcadis Consulting India Pvt. Ltd,4.2,196,['Bengaluru'],Not disclosed,10-20 Yrs,30+ Days Ago,"['Data analysis', 'Version control', 'Networking', 'Image processing', 'Technical writing', 'Data quality', 'Data mining', 'Principal']",Minimum of 10 years of experience as a Python Developer/ Data Scientist. Technical Resp...
Principal Data Scientist - M365 Security Engineering,Microsoft,4.1,1515,['Hyderabad'],Not disclosed,8-13 Yrs,6 Days Ago,"['Data analysis', 'Operations research', 'Analytical', 'Machine learning', 'SCALA', 'Agile', 'Data processing', 'microsoft']",Preferred Qualifications : . Experience in Big Data preferably in the cybersecurity or ...
Data Scientist Engineer,Netcore Cloud,4.2,191,['Mumbai'],Not disclosed,3-6 Yrs,30+ Days Ago,"['C++', 'Automation', 'Linux', 'Project management', 'MySQL', 'Javascript', 'PHP', 'Data structures']",We are looking for enthusiastic engineers who will contribute directly to our platfor...
Looking For Data Scientist Engineer - Celebal Technologies,Celebal Technologies,3.0,479,['Jaipur'],Not disclosed,2-6 Yrs,17 Days Ago,"['Data Science', 'Artificial Intelligence', 'Machine Learning', 'Tensorflow', 'Pytorch', 'Gen AI', 'Opencv', 'Keras']",Designation Data Scientist Location  Jaipur / Hybrid Experience  3+ yearsQualification ...
Data Scientist Lead,Appinventiv Technologies,3.6,235,['Noida'],Not disclosed,8-12 Yrs,13 Days Ago,"['Python', 'data analysis', 'Natural Language Processing', 'Cassandra', 'Hadoop', 'Machine Learning', 'SQL', 'PyTorch']",Machine Learning / Deep Learning: Extensive experience with machine learning algorithms...
Senior Data Scientist,Ciklum,3.5,40,['Chennai'],Not disclosed,5-9 Yrs,23 Days Ago,"['Computer science', 'Data analysis', 'Operations research', 'Resourcing', 'Marketing operations', 'Medical insurance', 'Business solutions', 'Econometrics']",5+ years of development of Data Science solutions with a proven track record of leverag...
Sr. Data Scientist,Minfy,3.1,61,['Hyderabad'],Not disclosed,5-10 Yrs,26 Days Ago,"['Data analysis', 'data science', 'SAS', 'Aerospace', 'Consulting', 'Predictive modeling', 'Analytics', 'SQL']","Proficient in analysing and modelling big data utilizing statistical, machine learning,..."
Senior Data Scientist,Walking Tree,3.9,189,"['Noida', 'Agra']",12-20 Lacs PA,4-8 Yrs,28 Days Ago,"['Machine Learning', 'Python', 'Tensorflow', 'Pytorch', 'Django', 'Natural Language Processing', 'Keras', 'LLM']",Experience: 4+ Years . Job Type: Full Time . Work Mode: 5 Days Working (WFO) Leadership...
Senior Data Scientist,Ahead,4.8,8,['Gurugram'],Not disclosed,4-8 Yrs,30+ Days Ago,"['Automation', 'Data analysis', 'Database design', 'Machine learning', 'Presales', 'Healthcare', 'Analytics', 'Monitoring']",We are seeking an experienced and skilled Senior Data Scientist to join our team and a...
Senior Data Scientist,Arcadis Consulting India Pvt. Ltd,4.2,196,"['Noida', 'Mumbai']",Not disclosed,5-8 Yrs,30+ Days Ago,"['Solution architecture', 'ERP', 'Performance management', 'RDBMS', 'Project management', 'Data quality', 'Oracle', 'Project delivery']",Develop and implement a framework for data quality management (relevant for Project Ana...
Sr . Data Scientist,Cloudsufi,2.4,27,['Noida'],Not disclosed,6-7 Yrs,30+ Days Ago,"['Supply chain', 'Data analysis', 'C++', 'Linux', 'Social media', 'MySQL', 'Data collection', 'Data quality']","Experience in Linux, shell programming and MLflow . Bachelor Degree / Master s degree i..."
Senior Data Scientist,Mindcurv TSPL,4.5,20,"['Kochi', 'Coimbatore', 'Thiruvananthapuram']",Not disclosed,3-5 Yrs,30+ Days Ago,"['advanced analytics', 'Project implementation', 'Neural networks', 'Machine learning', 'Agile', 'Program delivery', 'data visualization', 'Business intelligence']",. 3-5 years experience in Analytics systems / program deliveryThey must have a proven a...
Senior Data Scientist,Hankersystems India,3.3,3,['Pune'],Not disclosed,5-9 Yrs,19 Days Ago,"['Machine Learning', 'Azure', 'Git', 'Senior Data Scientist', 'Bitbucket', 'AWS', 'Google Cloud', 'Google']",5+ years of experience implementing and deploying machine learning and deep learning fr...
Senior Data Scientist,Grazitti Interactive,3.8,135,['Panchkula'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Neural networks', 'Machine learning', 'System design', 'Data structures', 'Natural language processing', 'Management', 'Forecasting', 'Python']",". Proficiency in Python, data structures, and system designThe ideal candidate will hav..."
Data Scientist / Senior Data Scientist,Foundation Ai,3.0,13,['Hyderabad'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Computer science', 'Data analysis', 'data science', 'Machine learning', 'SCALA', 'Data collection', 'Predictive modeling', 'data visualization']",We are seeking highly skilled and passionate Data Scientists/Senior Data Scientists ...
Senior Data Scientist,Synaptic,2.0,12,['Gurugram'],Not disclosed,3-7 Yrs,30+ Days Ago,"['SAN', 'Data analysis', 'GIT', 'data science', 'Analytical', 'Machine learning', 'Data quality', 'Silicon']","Requirements: . BTech / BE/MSc./MBA in engineering, maths, or statistics from top colle..."
Senior Data Scientist - Generative AI & LLM,Primera Medical Technologies,3.9,510,['Hyderabad'],Not disclosed,4-9 Yrs,24 Days Ago,"['Generative AI', 'Large Language Models', 'Python', 'Senior', 'Languages', 'Artificial Intelligence', 'Large', 'Data']",Preferred candidate profile . 4-10 years of professional experience in data science wit...
Urgent Openings For Senior Data Scientist Role,Pramerica Life Insurance,3.9,695,"['Gurugram', 'Delhi / NCR']",Not disclosed,5-10 Yrs,25 Days Ago,"['Data Science', 'Insurance', 'Natural Language Processing', 'Machine Learning', 'Deep Learning', 'Process', 'Processing', 'Data']",Should have 6-8 years of experience in Insurance / Banking/Lending / Credit Bureau or F...
Senior Data Scientist,Genzeon Corporation,3.3,62,['Pune'],Not disclosed,5-10 Yrs,26 Days Ago,"['Generative AI', 'Artificial Intelligence', 'Natural Language Processing', 'LLM', 'Processing', 'Senior', 'Intelligence', 'Languages']","Must have skills: Python, NLP, AI / ML & GenAI Required Qualifications: . Strong unders..."
Senior Data Scientist,Cognial Artificial Intelligence Solutions,No rating,No reviews,['Hyderabad'],20-35 Lacs PA,3-6 Yrs,27 Days Ago,"['LLMs', 'LLaMa', 'Bert', 'Falcon', 'Python', 'Tensorflow', 'Gen AI', 'Open AI']","Hands-on experience with advanced models such as Transformers (BERT, RoBERTa), CNN, LST..."
Senior Data Scientist,Ray Business Technologies,3.2,73,['Hyderabad'],Not disclosed,4-7 Yrs,28 Days Ago,"['Machine Learning', 'Deep Learning', 'OCR', 'Python', 'Natural Language Processing', 'Computer Vision', 'Machine', 'Computer']",Should poses a sound knowledge in R & D. Hands on Experience working components like- D...
Sr Data Scientists,Ulektz Learning Solution,3.6,15,['Chennai'],Not disclosed,5-8 Yrs,30+ Days Ago,['Sr. Data Scientists'],uLektz Learning Solution is looking for Sr Data Scientists to join our dynamic team and...
Sr . Data Scientist,Claim Genius,3.4,29,"['Nagpur', 'Hyderabad']",Not disclosed,7-8 Yrs,30+ Days Ago,"['Computer vision', 'Claims', 'Coding', 'Neural networks', 'Machine learning', 'Algorithm development', 'Data structures', 'Open source']",The person should have overall7- 8 years of experience out of which 4- 5 years of exper...
Senior Data Scientist - Marketing,Open Door,4.3,6,['Hyderabad'],Not disclosed,2-5 Yrs,30+ Days Ago,"['Software design', 'Performance management', 'Machine learning', 'test driven development', 'Marketing budget', 'Statistics', 'Analytics', 'SQL']",Proven experience using Python to deploy and manage Machine Learning models .
Sr. DATA SCIENTIST,Global Pharma Tek,3.3,21,['Pune'],Not disclosed,7-8 Yrs,30+ Days Ago,"['Computer science', 'Automation', 'Artificial Intelligence', 'Network analysis', 'Machine learning', 'Social networking', 'Data mining', 'Troubleshooting']",Responsibilities: MusthaveTechnical Expertise in R and Python and BQ Extensive Experien...
Senior Data Scientist,Collinson,3.8,15,['Mumbai'],Not disclosed,5-10 Yrs,30+ Days Ago,"['RDBMS', 'Infrastructure management', 'Consulting', 'Machine learning', 'Business intelligence', 'Data mining', 'Analytics', 'SQL']","Experience of working with AWS Technologies Storage (RDBMS, S3, Redshift etcBachelor s ..."
Senior Data Scientist,Lumina Datamatics,3.4,669,['Pune'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Usage', 'Coding', 'SCALA', 'Transformers', 'Mentor', 'Cosmos', 'Python', 'Testing']","Experience working with #SpaCy, #NLTK, or #CoreNLP . ."
Senior Data Scientist,ASG Technologies,4.3,24,['Chennai'],Not disclosed,8-9 Yrs,30+ Days Ago,"['Computer science', 'Automation', 'Linux', 'Image processing', 'Information security', 'Linguistics', 'Information management', 'SQL']",The Senior Data Scientist is a highly motivated and experienced individual proficient i...
Sr. Data Scientist,SK Finance,4.1,380,['Jaipur'],Not disclosed,3-5 Yrs,27 Days Ago,"['Data Science', 'R', 'SQL Queries', 'Python', 'Ml', 'Artificial Intelligence', 'Data Mining', 'Machine Learning']",Proven experience as a Data Scientist or Data Analyst Experience in data mining
Senior Data Scientist,Aera Software Technology,4.2,40,['Pune'],Not disclosed,4-8 Yrs,30+ Days Ago,"['SAN', 'Data analysis', 'data science', 'Machine learning', 'Manager Technology', 'Medical insurance', 'Distribution system', 'Monitoring']","masters Degree in Computer Science, Mathematics, Statistics or a related quantitative f..."
Senior Data Scientist,Grazitti Interactive,3.8,135,['Panchkula'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Neural networks', 'Machine learning', 'Data structures', 'System design', 'Transformers', 'Deployment', 'Natural language processing', 'Management']","Proficiency in Python, data structures, and system designThe ideal candidate will have ..."
Senior Data scientist,Crayon Data,3.6,26,['Chennai'],Not disclosed,5-8 Yrs,30+ Days Ago,"['deep learning', 'data science', 'spark', 'Machine learning', 'Schema', 'Maya', 'Database', 'Research']","Expert in at least one of the deep learningframeworks such as PyTorch, MxNet, Tensorflo..."
Senior Data Scientist,Derive Management Solutions Pvt Ltd,No rating,No reviews,['Chennai'],20-35 Lacs PA,5-8 Yrs,14 Days Ago,"['Natural Language Processing', 'Computer Vision', 'Machine Learning', 'Deep Learning', 'Predictive Analytics', 'Tensorflow', 'Predictive Modeling', 'data science']",6 plus years total experience with minimum of 3 years of experience in a related positi...
Senior Data Scientist,Rocket Software,4.1,75,['Chennai'],Not disclosed,8-13 Yrs,30+ Days Ago,"['Automation', 'Linux', 'Image processing', 'Information security', 'Linguistics', 'Information management', 'SQL', 'Auditing']",The Senior Data Scientist is a highly motivated and experienced individual proficient i...
Senior Data Scientist,Sasva Global,No rating,No reviews,['Pune'],Not disclosed,4-9 Yrs,18 Days Ago,"['Machine Learning', 'data analysis', 'ML algorithms', 'Senior Data Scientist', 'ML models', 'PyTorch', 'NLP', 'Docker']",5+ years of experience implementing and deploying machine learning and deep learning fr...
Sr Data Scientist,Devo,No rating,No reviews,['Noida'],Not disclosed,5-15 Yrs,30+ Days Ago,"['Computer science', 'Performance tuning', 'Security management', 'SOC', 'Analytical', 'Debugging', 'Machine learning', 'Data quality']",Experience in transferring applied research to technologies.    Experience in cybe...
Sr. Data Scientist,Cacti Legal Services,3.7,57,['Mumbai'],Not disclosed,6-11 Yrs,30+ Days Ago,"['Product management', 'SAN', 'Software design', 'Simulation', 'Open source', 'Data mining', 'Analytics', 'CRM']","As a core member of the NLP team, you will research, prototype, develop, de..."
"Senior Data Scientist, R&D",Pulsepoint,No rating,No reviews,['Mumbai'],Not disclosed,4-5 Yrs,30+ Days Ago,"['Automation', 'Data analysis', 'Publishing', 'VLOOKUP', 'Machine learning', 'Healthcare', 'HTTP', 'Business intelligence']","You will build, deliver continually innovate on PulsePoints insightful reporting and..."
Senior Data Scientist,Fusion Plus Solutions Inc,No rating,No reviews,['Hyderabad'],Not disclosed,4-6 Yrs,30+ Days Ago,"['C++', 'Operations research', 'SAS', 'Coding', 'Analytical', 'Billing', 'Machine learning', 'Forecasting']","Experience tracking small to medium-sized projects from ideation to completion, includi..."
Sr . Data Scientist,Galytix Analytics,2.0,45,['Gurugram'],Not disclosed,6-11 Yrs,30+ Days Ago,"['Computer vision', 'deep learning', 'Analytical', 'Finance', 'Machine learning', 'Data mining', 'Open source', 'Apache']",. Proficient in one of the deep learning stacks such as PyTorch or Tensorflow . 6+ year...
Senior Data Scientist,Data Science Wizards,3.4,2,['Thane'],Not disclosed,3-6 Yrs,30+ Days Ago,"['Performance tuning', 'Operations research', 'Version control', 'Coding', 'Analytical', 'Machine learning', 'Open source', 'Stakeholder management']",Highly proficient in Python programming Must have worked in developing and deploying mo...
Sr. Data Scientist,Recruitment Smart Technologies India Private Limited,1.9,6,['Ahmedabad'],Not disclosed,4-10 Yrs,30+ Days Ago,"['CVS', 'SQL queries', 'Data analysis', 'data science', 'Artificial Intelligence', 'Machine learning', 'Medical insurance', 'Data mining']",Improve algorithms to ensure the high quality and efficiency standards required by all ...
Senior Data Scientist,Response Informatics,3.7,21,['Hyderabad'],Not disclosed,6-11 Yrs,30+ Days Ago,"['Product pricing', 'data science', 'Machine learning', 'Healthcare', 'Health management', 'Actuarial', 'SQL', 'Python']","Proficient in SQL, python, and advanced excel . Proficient in developing ML algorithms ..."
Senior Full Stack Data Scientist (MLOps Specialist),Process Point Technologies India,4.5,2,['Remote'],25-35 Lacs PA,4-8 Yrs,27 Days Ago,"['Data Science', 'MLOps', 'Pandas', 'Python', 'Linux', 'GCP', 'Microsoft Azure', 'AWS']","The ideal candidate will have a robust background in data science and machine learning,..."
Senior Data Scientist,Stratonik,No rating,No reviews,['Chennai'],Not disclosed,4-9 Yrs,30+ Days Ago,"['Operations research', 'Consulting', 'Machine learning', 'Healthcare', 'Predictive modeling', 'Data mining', 'Analytics', 'SQL']",Candidates with 2+ working on healthcare data problems would be preferred (Eg: those fr...
Senior Data Scientist,JoinHandsHR,No rating,No reviews,['Mumbai'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Data Scientist', 'Data Analyst', 'Data', 'Senior', 'Data analysis']",Require Senior Data Scientist
Senior Data Scientist,Propreturns,4.0,5,['Mumbai'],Not disclosed,5-9 Yrs,28 Days Ago,"['Computer languages', 'data science', 'Predictive modeling', 'Selenium', 'Business solutions', 'Apache', 'Revenue generation', 'SQL']",We re looking for an  experienced Data Science Engineer  to join us in our vision t...
